,business_id,city,stars,categories
6163,AMzPeTA02wo7Bb4FaivAxA,Austin,5.0,"New Mexican Cuisine, Caterers, Event Planning & Services, Restaurants"
6259,SrYeXlX5YSTAnhtG3gaSdw,Portland,1.5,"Tex-Mex, Restaurants, Breakfast & Brunch, Fast Food, Tacos, Mexican"
6268,li9x6QUN0s33g3ptRNO1VA,Atlanta,3.5,"Fast Food, Restaurants, Mexican"
6272,gGelVRfGdtsczxwbspGPxg,Atlanta,3.5,"Restaurants, Burgers, American (New), Nightlife, Bars, Cafes, Cocktail Bars, Mexican"
6295,d2wAz3lBE3teJcolNuAalw,Reynoldsburg,3.0,"Mexican, Restaurants, Fast Food"
6441,DaG5iyF_abhHTHboVpwXRw,Salem,3.5,"Restaurants, Mexican"
6475,5LHQAL-bki078OUxwd0jgA,Boston,3.0,"Mexican, Restaurants"
11,qASVVDOsFCf77mXZDSrJig,Portland,4.5,"Restaurants, Mexican, Food Stands, Food"
44,LIoAv396Yl_ctk4inHogWA,Atlanta,3.0,"Mexican, Restaurants"
157,ENaidpSGfhT4QYbi4_2PUA,Portland,4.0,"Restaurants, Mexican"
168,ZtDJAwu5U3gmx-LVRbsutA,Austin,4.5,"Food Trucks, Mexican, Food, Restaurants"
169,-LUU068V-C0A0qeptf4Dtg,Winter Garden,2.5,"Restaurants, Fast Food, Mexican"
368,RqAQTfu9qUrcJgV-jpdLDw,Portland,4.5,"Restaurants, Mexican, Food Stands, Tacos, Food Trucks, Food"
414,bYv9sjROwJW8R0EMMhRrdg,Portland,3.0,"Restaurants, Mexican, Tex-Mex, Fast Food"
433,puse310xumoKI0WMHNXnRA,Austin,5.0,"Tacos, Food Stands, Hot Dogs, Food Trucks, Mexican, Yelp Events, Food, Local Flavor, Restaurants"
513,ks_j6vq_rrhMuVNGBS-GTQ,Columbus,3.0,"Mexican, American (New), Restaurants, Fast Food"
516,wk-bfxnEv7MwUdddn9-1KQ,Austin,3.5,"Breakfast & Brunch, Restaurants, Tex-Mex, Burgers, Mexican"
532,0pJE-7yWnB-ADvp3kvacjw,West Roxbury,4.0,"Mexican, Restaurants"
617,Upeu1X6K770AVDAiQefxLg,Austin,3.5,"Mexican, Specialty Food, Food, Ethnic Food, Restaurants"
712,DHcmcPq5oUxAyGjDyEHw7Q,Austin,3.5,"Mexican, Restaurants"
721,AK7iJ4gksCE7hzkN2oBjTg,Austin,4.0,"Mexican, Restaurants, Tex-Mex"
756,quUZWkl9zTCryliPr665ng,Tualatin,4.5,"Seafood, Restaurants, Mexican"
776,4rePJDIX7lefZCUr8zQ8Vg,Austin,5.0,"Food Trucks, Food, Mexican, Tacos, Restaurants"
801,a3SMwlidgbKE6UytxMfG6w,Austin,4.0,"Restaurants, Mexican"
977,x7S1jZBmKa-3zM4BRiNGcA,Vancouver,3.0,"Restaurants, Mexican"
1045,z7v955u6pjehSvjIrhXtcQ,North Vancouver,4.5,"Mexican, Restaurants"
1070,KVGPdc1fmmGhQST9aooeEA,Happy Valley,2.0,"Fast Food, Mexican, Restaurants"
1099,mqHgh2t0zYXR57Ee3I6tgQ,Vancouver,5.0,"Mexican, Restaurants"
1177,TjIb8geV9_QKJLn7dArheA,Austin,3.0,"Mexican, Restaurants, Latin American"
1231,ptY45zoDMA2pXEkgbaSWCA,Portland,4.0,"Mexican, Cocktail Bars, Lounges, Beer Bar, Bars, Restaurants, Nightlife"
1260,U6rsSFnVIYz7HgbfXCEnQQ,Austin,4.0,"Mexican, Restaurants"
1274,SCO7tq7IZYbWHs1rqoHwZg,Portland,4.0,"Mexican, Food, Nightlife, Event Planning & Services, Bars, Restaurants, Caterers, Beer Bar"
1282,ZItpPoBlPjIL9-xyu8hWjQ,Atlanta,2.5,"Restaurants, Tex-Mex, Tacos, Mexican, Fast Food, Breakfast & Brunch"
1315,rnhkJ-WlMIyKJpX9fJHNfg,Austin,4.5,"Mexican, Tacos, Restaurants, New Mexican Cuisine, Cocktail Bars, Nightlife, Bars"
1362,eH16UtwiOw6T2PH6EhgXqg,Austin,4.0,"Restaurants, Food, Mexican, Food Trucks"
1392,KvAlEJkkrhYVBNDbx-so3g,Columbus,4.0,"Breakfast & Brunch, Soup, Food, Mexican, Seafood, Event Planning & Services, Caterers, Tex-Mex, Street Vendors, Restaurants"
1409,MIqeb9MYwkTp2u_MV-fojQ,Lake Mary,4.0,"Event Planning & Services, Caterers, Mediterranean, Latin American, Middle Eastern, Mexican, Restaurants"
1437,3aRgxc8K1QxLh52o1rFWBg,Columbus,3.0,"Restaurants, Fast Food, Mexican"
1469,EpT0ULsjK-057eexyAM_nA,Orlando,1.5,"Mexican, Restaurants"
1528,uOfJgyeocdXyFwJ2HF_TGQ,Winter Park,4.5,"Middle Eastern, Restaurants, Mexican, Mediterranean"
1569,045zB--ww7ChCpVn87fREQ,Newton,3.0,"Restaurants, Mexican, Fast Food"
1573,slpoAGRAzSoew7G-eahxww,Jamaica Plain,3.5,"Fast Food, Mexican, Restaurants"
1609,L0kFG-9s9F1r93Ml61z02A,Lake Oswego,3.0,"Restaurants, Mexican, Steakhouses"
1614,Cnmw5H0jwJI6mJb5xDDQtA,Boston,3.5,"Recreation Centers, Caterers, Breakfast & Brunch, Nightlife, Buffets, Active Life, Mexican, Restaurants, American (Traditional), Sports Bars, Bars, Event Planning & Services"
1619,zImvU3vQ4Nrt2gdpSeufxw,Vancouver,4.0,"Mexican, Restaurants"
1729,MWo54e-GLEK_XNjfEof7EQ,Winter Springs,3.0,"Fast Food, Mexican, Restaurants"
1781,g6sjI5OEMmvqncij-FSGsQ,Portland,3.5,"Mexican, Event Planning & Services, Venues & Event Spaces, Restaurants, New Mexican Cuisine"
1924,qQ0j9f65e65f49axlwpsVQ,Columbus,3.5,"Restaurants, Mexican"
1946,w4IVHYlojH1-o_YzeTH-fg,Sunbury,3.0,"Restaurants, Fast Food, Mexican"
1973,nODV4izvdZ4X0TqM-7wgow,Vancouver,3.5,"Mexican, Restaurants"
1981,PjQRlLuWtkvyFrSSu_-dAg,Portland,5.0,"Restaurants, Food Trucks, Food, Mexican"
1987,xFaMidwhUwrpDv7pX1YkMQ,Orlando,2.5,"Restaurants, Tacos, Tex-Mex, Breakfast & Brunch, Fast Food, Mexican"
1993,S_4YJlPBpFSWZZ53qPXN0A,Longwood,4.5,"Wine Bars, Tacos, American (Traditional), American (New), Nightlife, Caribbean, Restaurants, Mexican, Bars"
2005,kGb2Rnh3Uwni5k0qQY-05Q,Atlanta,4.0,"Restaurants, Mexican"
2157,yZI1jT93O8jrNbg6PWReeQ,Austin,2.0,"Mexican, Restaurants, Fast Food, Tex-Mex"
2298,DysZ_L3EjNVRfBDQiHZKRQ,Windermere,4.0,"Mexican, Restaurants"
2388,1mgAhLHRWJjJkJ2GbwrWUA,Austin,4.0,"Restaurants, Mexican, Breakfast & Brunch"
2389,0-RSvKO0-HVfXRbgwLEA7w,Vancouver,3.0,"Food Trucks, Food, Restaurants, Mexican, Tacos"
2400,QeRqUDEMy9Jz21gP9qZMtw,Portland,5.0,"Mexican, Food, Food Trucks, Restaurants"
2414,qbhgVm3u1Znqw6gb44dpJA,Atlanta,3.0,"Tex-Mex, Mexican, Restaurants"
2435,xDb1-LO5_agptna35HoayA,Boulder,3.5,"Mexican, Latin American, Restaurants, Salvadoran"
2446,lKMLroSGbsDHrAtGagtShw,Orlando,3.0,"Mexican, Breakfast & Brunch, Restaurants, Tacos, Fast Food, Tex-Mex"
2494,LqZHhU-bUNJcTFLrLT2XFw,Beaverton,3.0,"Restaurants, Tacos, Caterers, Event Planning & Services, Mexican"
2551,elVQnVHyBz4mN_QeGyQQeA,Vancouver,3.5,"Restaurants, Sandwiches, Mexican, Mediterranean, Greek, Fast Food"
2554,WyWc0aoyBOXpS-hrbCNNHQ,Portland,3.0,"Vegan, Mexican, Vegetarian, Restaurants"
2584,Od_5E2nLUXFtr6Y_eUtkaQ,Vancouver,3.0,"Tex-Mex, Fast Food, Salad, Restaurants, Mexican"
2630,LKLhdHcEYFkRe2hrubzxgw,Tigard,2.0,"Sports Bars, Pool Halls, Nightlife, Mexican, Bars, Restaurants"
2632,uVhrX3j11osgAAgRnQ0rLg,Vancouver,3.5,"Mexican, Restaurants"
2715,5XUg2g9fFTo7q_HZiS8Kqg,Atlanta,3.0,"Restaurants, Mexican"
2773,Y3s7fgu3B9UhyDKMktIS_g,Austin,3.0,"Food, Restaurants, Food Trucks, Mexican, Seafood"
2789,mkGR-wFrv7UZ5tSTBtnnzg,Orange City,2.5,"Restaurants, Breakfast & Brunch, Fast Food, Tex-Mex, Tacos, Mexican"
2845,62oY0A491inWXqi4LhgXMQ,Portland,4.5,"Restaurants, Tacos, Mexican"
2851,OThSRLbbRDTAKcjK2WLYzw,Portland,3.5,"Mexican, Gluten-Free, Vegan, Restaurants"
2883,WfEr4_8qtSHd7dvDK59q0g,Austin,3.5,"Bars, Mexican, Cajun/Creole, Tex-Mex, Hawaiian, Seafood, American (New), Restaurants, Cocktail Bars, Nightlife"
2987,bCHfiQiL0UxX05457pqtEg,Boston,3.0,"Restaurants, Mexican, Food"
3011,L27OYJmxqiOrTLfos6pYsw,Columbus,4.0,"Mexican, Restaurants"
3056,48K1sznzVz7Oh-TZUVBQ5Q,Boston,2.5,"Food, Fast Food, Mexican, Restaurants, Asian Fusion, American (New), Juice Bars & Smoothies"
3061,Mo1vbkerRM3pmK1Gn1dv4w,Lake Oswego,4.0,"Mexican, Restaurants"
3116,9Hb9CPvZxdCwwonCZcf5Ig,Austin,4.5,"Restaurants, Mexican"
3163,0Ix62hICO6ypSXfhCvgE6Q,Portland,4.0,"Restaurants, Mexican"
3180,Wm7amWNzzz5BXIfiYLsOkw,Sanford,3.5,"Restaurants, Food, Salad, Desserts, Mexican"
3221,sBCd47RoqDq4wd408CCfHQ,Hilliard,4.5,"Nightlife, Beer Bar, Restaurants, Mexican, Bars, Wine Bars"
3257,NulAtTOz7zr1_S2qvHXLZQ,Buda,4.0,"Mexican, Restaurants"
3349,q-9jaNRUJjXY_fy6u_a_nQ,Austin,3.5,"Desserts, Mexican, Food, Restaurants, Bakeries"
3401,gxLBbQ2eD_2dZflOIWMxaA,Austin,4.0,"Restaurants, American (Traditional), American (New), Pubs, Tacos, Tex-Mex, Nightlife, Salad, Bars, Mexican, Burgers, Sandwiches"
3415,f_mAWEZB39O15zEArtuyaw,Vancouver,3.5,"Mexican, Restaurants"
3437,9RUitmrNSc5TyipGHe3yAw,Austin,3.5,"Restaurants, Mexican"
3590,ySnytWfe4SfngwfTUl3OoA,Cambridge,3.0,"Restaurants, Mexican"
3608,ir7wya0Lk2N6ONzIYRysrg,Atlanta,4.5,"Restaurants, Tapas Bars, Cocktail Bars, Nightlife, Latin American, Mexican, Bars"
3661,euwV5K1uvxL3O5zMIcLS5w,Allston,4.0,"Restaurants, Latin American, Seafood, Mexican"
3674,B2SxN_Lfg8rCPVStrGoBGA,Peabody,4.0,"Restaurants, Mexican"
3738,Rjmow52esfT1_eI6tfCHDQ,Boston,2.5,"Nightlife, Bars, American (Traditional), Barbeque, Seafood, Mexican, Restaurants, Fast Food"
3760,3Ztr17kcekfFczBuXEGuCQ,Austin,3.5,"Grocery, Convenience Stores, Automotive, Mexican, Gas Stations, Restaurants, Beer, Wine & Spirits, Tacos, Food"
3779,kXbkZSkAe4IvxVsiEFBdKw,Portland,4.5,"Food Stands, Food, Mexican, Food Trucks, Restaurants"
3877,qSt3ULwOPhoDk43ViEJMmw,Columbus,5.0,"Restaurants, Fast Food, Food, Food Stands, Mexican, Food Trucks"
3920,SVhakVk93aGZDHKh4XqLAw,Austin,4.0,"Food Stands, Restaurants, Food, Local Flavor, Food Trucks, Mexican, Tex-Mex"
4016,MnN9RIiV7t44ZtRrJlikdQ,Austin,3.5,"Mexican, Fast Food, Restaurants, Tex-Mex"
4065,HUFfgBr9jonw1RE5nr0V-Q,Portland,4.5,"Mexican, Restaurants, Food Stands"
4092,L5ndtXhe0Q23MnVYTxkSVA,Austin,4.5,"Restaurants, Breakfast & Brunch, Mexican, Food Stands"
4147,JCpnFNhJR11jTKERdRL5hw,Columbus,4.0,"Restaurants, Tacos, Mexican, Bars, Nightlife"
4203,A7c3FCEePaDD5_S5LLST3A,Stoughton,4.5,"Mexican, Restaurants"
4254,X4FReQm8nmc3sON2aRoY1A,Austin,4.0,"Sandwiches, Bars, Tacos, Food, Restaurants, Cocktail Bars, Nightlife, Mexican"
4288,YgSpVN4zStgkbULQTKtBZA,Portland,4.5,"Food Court, Bowling, Asian Fusion, American (Traditional), Restaurants, Burgers, American (New), Comfort Food, Active Life, Mexican"
4336,SW2v089xn3xrCFbMFKXasw,Austin,4.0,"Restaurants, Mexican, Tex-Mex"
4441,L7TyQdHHk-leIzaokRZ9JQ,Oregon City,3.5,"Mexican, Peruvian, Restaurants"
4503,qm_oCE40vS0O_lYqdHfp1w,Portland,4.0,"Tacos, Mexican, Restaurants"
4506,Ss12fKU0L-fzcpRC0ew70Q,Salem,4.5,"Restaurants, Tacos, Mexican"
4521,PtLg_H4aBa7pethTAF89HA,Orlando,4.0,"Restaurants, Korean, Mexican, Tex-Mex"
4568,zejcxgXeGc0txcSn122sHA,Columbus,3.0,"Mexican, Restaurants"
4636,MMLyIZft51kNCD8HroiEtg,Lynn,2.5,"Salvadoran, Restaurants, Latin American, Mexican, Tacos"
4729,nAyx06n30AH2jb5DAeaABg,Portland,3.5,"Cocktail Bars, Mexican, Nightlife, Asian Fusion, Restaurants, Bars"
4987,81bhH91cqsmqkMxx8M47-Q,Austin,4.5,"Restaurants, Tacos, Mexican, Tex-Mex"
5004,e1JiReDnTaqcHWTOcnkunQ,Columbus,2.5,"Mexican, Breakfast & Brunch, Tacos, Bars, Soup, Restaurants, Nightlife, Sports Bars, Tex-Mex"
5059,9GQouw5xWgnB_32B-e6Cwg,Austin,3.5,"Restaurants, Mexican"
5064,Eh0Fug7RWiazyB8Rjkswag,Austin,3.5,"Food, Mexican, Restaurants, Tex-Mex"
5114,kxzdbXJnnKwZ8FqMxWh4UA,Portland,4.0,"Cafes, Mexican, American (New), Restaurants, Vegetarian, Food, Vegan, Salad, Juice Bars & Smoothies"
5151,4CdwElFdWytCtiWhezD_Zg,Lake Oswego,3.0,"Mexican, Restaurants"
5229,ghgTDkO4_7UghFGljfHVIw,Powell,3.0,"Restaurants, Event Planning & Services, Mexican, Nightlife, Caterers, Bars"
5264,byl76yAUwjowx0x2vD98vg,Norwell,2.5,"Breakfast & Brunch, Mexican, Restaurants, Tacos, Tex-Mex, Fast Food"
5270,qW-vVuXSvitF0yDJZhWmjw,Austin,4.0,"Food, Vegetarian, Breakfast & Brunch, Burgers, Vegan, Food Trucks, Mexican, Restaurants"
5272,A9J5CNhXvN9XPSuJE_TJpg,Winter Park,3.5,"Mexican, Restaurants"
5311,MvmhCLMyVjsCSByuBe6Tkw,Austin,3.5,"Tex-Mex, Mexican, Restaurants"
5336,g6MwhqZ7_POWj5r0OihZ0g,Smyrna,3.0,"Restaurants, Tex-Mex, Mexican"
5359,T3Mi09z6NVPTpKLPLjaPVg,Celebration,3.0,"Restaurants, Food, Beer, Wine & Spirits, Mexican"
5466,a2ncoCQVlstbalrj6s2g3g,Portland,4.5,"Mexican, Food Stands, Restaurants"
5487,wM2ec4Ohaay1onb-jUwplQ,Austin,4.5,"Restaurants, Breakfast & Brunch, Food Stands, Coffee & Tea, Juice Bars & Smoothies, Food Court, Food, Beverage Store, Food Trucks, Mexican, Tacos"
5503,d8cnzdXEjyY9N0zgz6CrQw,Austin,3.5,"Restaurants, Mexican"
5520,QUpW8oyhrO4ukK49PzOF5A,Beaverton,3.5,"Restaurants, Mexican, Tacos, Cocktail Bars, Chicken Wings, Nightlife, Bars"
5586,7IAJDqxHWPpmsRoCvJtpOQ,Atlanta,3.5,"Nightlife, Dive Bars, Mexican, Restaurants, Bars"
5610,wRxXjxIlACdSCnuiNQ7vhA,Boston,5.0,"Mexican, Turkish, Restaurants, Mediterranean"
5702,_3cMKKagbQudjsC3b6hm1g,Orlando,4.5,"Mexican, Restaurants"
5744,DQu-9yItu2woAx-UBUzivQ,Austin,3.0,"Nightlife, Restaurants, Tex-Mex, Mexican, Bars"
5784,5AdwvF2NYxbIokVl32T8rw,Atlanta,2.5,"Restaurants, Tacos, Burgers, Mexican, Vegetarian, Sandwiches, Vegan"
5817,sWKKjTd8s4zKe_1k0WGYYg,Louisville,3.5,"Mexican, Restaurants"
5818,4gjL09PPT5UI5fmnVxFHcQ,Austin,4.0,"Asian Fusion, Tacos, Restaurants, Mexican"
5868,-qjkQHH-5O8BAztc6udOuw,Austin,4.5,"Tacos, Event Planning & Services, Mexican, Breakfast & Brunch, Gluten-Free, Vegetarian, Restaurants, Seafood, Caterers"
5874,L64NrzjLgTP3_wPEcE8cXA,Austin,4.0,"Latin American, Seafood, Mexican, Restaurants"
5925,Fb9D_HmSH4xHnD0TN-DUiw,Austin,3.5,"Tex-Mex, Restaurants, Mexican"
5938,64ewgCXj0eaWkLWPxMaEWA,Boulder,2.0,"Mexican, Restaurants"
5986,6GnCv4YXEvirUy7ZQnyYoQ,Boston,3.5,"Restaurants, Tex-Mex, Nightlife, Cocktail Bars, Tapas Bars, Mexican, Breakfast & Brunch, Latin American, Bars, American (New), Tapas/Small Plates"
6060,yX9m0cn5oVJS6QXgGeGOIg,Decatur,3.5,"Mexican, Restaurants, Fast Food"
6156,xh7cXbX0hYKg0VucnTjBFw,Atlanta,3.5,"Event Planning & Services, Cocktail Bars, Tex-Mex, Bars, Restaurants, Nightlife, Mexican, Venues & Event Spaces"
6167,bWhiIJYLhvO9xf1zmyahMQ,Portland,3.0,"Mexican, Restaurants"
6171,NVmqkc9-Pb4JxTzujpkOew,Boston,4.0,"Food Stands, Mexican, Restaurants"
6177,hjXHNqVIRHGQkId1jtSslQ,Atlanta,3.5,"Restaurants, Mexican, Tacos, Tex-Mex"
6214,k_5eb76zJcyXcxT6Gxj-zg,Portland,4.5,"Food Stands, Restaurants, Food, Food Trucks, Mexican"
6230,_XJZhHl_Kjs03NcHhTeAyQ,Somerville,4.5,"Restaurants, Mexican, Food"
6261,h6aBrHyOvdvjLqfTFL5u4Q,Austin,3.0,"Fast Food, Event Planning & Services, Restaurants, Mexican, Caterers, Salad, Breakfast & Brunch, Food"
6318,tv6FF_lv1poAimjQcOQlWQ,Portland,4.5,"Mexican, Restaurants, Food Stands"
6373,yxOVmZ5PES8E2AEWO38ong,DeBary,4.5,"Tex-Mex, New Mexican Cuisine, Mexican, Restaurants"
6392,zLJW_Bss7xzV0zqso85ztg,Austin,4.5,"Tacos, Restaurants, Burgers, Mexican, Hot Dogs"
6395,BopfAeAYy8e9_Zxj60m9AA,Kyle,1.5,"Restaurants, Mexican"
6402,pvlM--HZY1a8SqMXiwEz1A,Cambridge,4.0,"Restaurants, Cajun/Creole, Tex-Mex, Mexican"
6447,aLRTxC2Gv63u4Be2SKrySw,Columbus,1.5,"Restaurants, Tex-Mex, Breakfast & Brunch, Mexican, Fast Food, Tacos"
6452,D_vMgwVRyf8uL7mRsE2WYg,Columbus,4.0,"Tacos, Mexican, Latin American, Restaurants"
6468,3OQh5XXNEncHM5yCk4mohA,Austin,2.0,"Mexican, Restaurants"
9,wtyCB3iRPHSXNxmtZsg89A,Vancouver,3.0,"Restaurants, Mexican"
12,JU02ugowSnWetrTcbCuqxw,Portland,4.0,"Restaurants, Tex-Mex, Mexican"
48,wIcPjtYqB6jrXMBznIB83w,Sanford,3.0,"Restaurants, Tex-Mex, Mexican"
104,cIAduMJX9Wv3D7Ls1kjZCg,Winter Park,4.0,"Salad, Restaurants, Bars, Tex-Mex, Mexican, Nightlife"
163,bXLfGGLx61eEjjL2iKkO3g,Austin,3.5,"Mexican, Latin American, Restaurants, Tex-Mex"
188,plVWn2Nbk1haj8tfpzKl2g,Austin,4.5,"Street Vendors, Restaurants, Food Trucks, Food, Mexican"
191,25663M44RmzpxIjUOxqWSw,Portland,3.5,"Bars, Restaurants, Salad, Tacos, Sports Bars, Mexican, Nightlife, Latin American"
253,M_J_UmFtZBizm_cI8iAx-g,Atlanta,2.5,"Mexican, Restaurants"
267,VFHqL9VJhOUd1ff-R5ZmFA,Orlando,4.0,"Food, Grocery, Mexican, Restaurants"
272,d0DAtOl07IOlIkSM2ZZKNw,Portland,4.5,"Restaurants, Gluten-Free, Vegan, Mexican"
298,K6eCYQEdwhvUYIsPhIlyxQ,Columbus,3.5,"American (Traditional), Beer Bar, Bars, Mexican, Food, Arcades, Nightlife, Tacos, Arts & Entertainment, American (New), Desserts, Restaurants"
312,DfhgRwsUd5UskFqyCADSrw,Doraville,3.5,"Mexican, Restaurants, Food"
374,o077589aH_CF1K6KEBZ5xg,Atlanta,3.0,"Mexican, Bars, Nightlife, Restaurants"
412,N31Vex7z_gckdhAsq0uPxA,Austin,2.5,"Fast Food, Burgers, Restaurants, Mexican, Breakfast & Brunch, Tacos"
426,ZM6HRhrCMYuRgYfYz1kq1Q,Buda,4.0,"Mexican, Restaurants"
475,_SJQ7zMObyy8l-aYvaC5Xw,Austin,4.0,"Hotels & Travel, Restaurants, Mexican, Bed & Breakfast, Breakfast & Brunch, Buffets"
496,YTq8wZHr6cBwdiUF1y9yow,Manor,4.0,"Ethnic Food, Event Planning & Services, Food, Wraps, Mexican, Specialty Food, Imported Food, Caterers, Restaurants"
584,Z_CoTlboXSQFL1dHbLwxxQ,Austin,3.0,"Restaurants, Seafood, Mexican"
590,G2Q3ukeP3AX_DBfZuKyl3w,Portland,4.0,"Mexican, Breakfast & Brunch, Seafood, Restaurants"
617,3yxS1UqqxjTsQoQ0TugiCQ,Portland,3.5,"Restaurants, Mexican, Food Stands"
734,FdWVf8TtAEgxq7lFMYkbww,Atlanta,1.5,"Restaurants, Mexican"
736,-zfQ3KNPUloJZx5sfgU3KA,Altamonte Springs,3.5,"Mexican, Restaurants"
786,L5te05mXhJIqJag5TpO5mA,Lewis Center,4.0,"Restaurants, Mexican"
853,L0sv1qI6qAL79IrJzgVxFg,Somerville,1.0,"Restaurants, Fast Food, Mexican"
866,kHclhx65aKjKU9NQMW3tjg,Bee Cave,4.0,"Bakeries, Restaurants, Mexican, French, Food"
881,ua7y8bQQn0Wqkshb98toKw,Austin,1.5,"Burgers, Restaurants, Fast Food, Tacos, Mexican, Breakfast & Brunch"
885,XjxLX8WiqDX8UmbTNt_MhA,Dublin,4.0,"Mexican, Tex-Mex, Restaurants"
888,kUs7YHBB1E8MR0Gu_-Y1DQ,Atlanta,3.5,"Mexican, Restaurants, Breakfast & Brunch, Desserts, Food"
903,8zodMGYFK1AnfLkE5rYIbA,Austin,3.5,"Nightlife, Bars, Restaurants, Tex-Mex, Breakfast & Brunch, Mexican"
963,Hzc6Nk_WZkVQvsdE4-cWvg,Tigard,2.0,"Mexican, Tacos, Restaurants, Breakfast & Brunch, Tex-Mex, Fast Food"
1064,UZsuxti641aPVVNhvw1XOA,Columbus,3.0,"Restaurants, Mexican"
1085,bwuSbB0PyXHDHHj6PA_QiQ,Austin,4.0,"Food, Mexican, Restaurants, Vegetarian, Tex-Mex, Breakfast & Brunch, Tacos"
1099,DoeZY0W15epjf6dM7DcX1A,Pflugerville,3.5,"Mexican, Restaurants"
1100,xdmEbW_KchQeVHJ3w_dpRw,Orlando,2.5,"Tex-Mex, Bars, Restaurants, Mexican, American (Traditional), Seafood, Nightlife"
1151,QE2WUvdPySHBQ7Xu41dDPA,Austin,3.5,"Food, Bars, Wine Bars, Nightlife, Beer, Wine & Spirits, Restaurants, Mexican"
1198,nSGYp0DP2zAOHvTsezG0Ug,Cambridge,2.0,"Mexican, Restaurants, Fast Food"
1219,vWxfg1yz5AftTeg9Hml-qA,Austin,3.5,"Tex-Mex, Mexican, Restaurants"
1226,K_xU_7ndVvVKO5zM7shWLA,Tualatin,5.0,"Mexican, Restaurants"
1301,yMz2XiBdhK72EMd-w82B1w,Del Valle,4.5,"Restaurants, Mexican"
1372,gQEZBdSgK-flrvCIsSlsVw,Portland,4.0,"Food, Restaurants, Mexican, Nightlife, Food Delivery Services, Beer Bar, Bars"
1387,LhVjdxSZqlMeiKQcQ1kJDA,Atlanta,3.0,"Restaurants, Tex-Mex, Mexican"
1433,G9eddxjBbiDIigsX-MTR0A,Atlanta,2.5,"Mexican, Restaurants"
1475,oFCPR5WtHeWm8MGtkdRIuw,Portland,3.0,"Cuban, Mexican, Caribbean, Restaurants"
1582,t1uoU9Ion8CTqYtYfOQV6A,Austin,3.0,"Mexican, Restaurants"
1596,tqq3nQ9Gg0sNNrlndZlSHw,Somerville,2.5,"Nightlife, Mexican, Bars, Restaurants"
1611,9t-ciDi69d4U8oXKd1_6QA,Vancouver,3.0,"Food, Restaurants, Desserts, Tex-Mex, Mexican, Coffee & Tea"
1632,JayR8nlDyWz7Hyi83PV7fg,Kissimmee,4.0,"Restaurants, Colombian, Mexican, Latin American"
1727,g27nMvZ_WlMHoHOE7_m_Nw,Waltham,3.0,"Restaurants, Mexican"
1821,YSPym9aay0-jtz5zQE787Q,Portland,3.5,"Food, Tacos, Vegetarian, Mexican, Food Trucks, Vegan, Restaurants"
1849,a6LDfTpEzU2FD7jAEysbCQ,Austin,3.5,"Mexican, Restaurants"
1874,W0jN9v5LFbM0lzzietCO0Q,Kissimmee,4.0,"Mexican, Tex-Mex, Restaurants"
1877,m1GkW7EAalwPr2MVC1zL7g,Austin,5.0,"Mexican, Restaurants, Tacos, Food Trucks, Food"
1909,SqwrO8L8qjf8bpPlbwdd1Q,Orlando,4.0,"Mexican, Restaurants, Burgers, Caribbean, Hawaiian, Fast Food, Food Stands, American (New)"
1957,yAvnNW1m3AyQLOzgcsiw4A,Austin,4.5,"Mexican, Caterers, Event Planning & Services, Restaurants"
2006,2EQxQ137Ts6J3QAdXwAM5A,Sandy Springs,4.0,"Restaurants, Mexican"
2034,A2cIC8QZlZ9ZcHlq9A0igg,Portland,4.0,"Restaurants, Asian Fusion, Mexican, Korean"
2072,1ayzyQxMlOZy8KNcHo67tQ,Portland,4.0,"Restaurants, Mexican, Food Stands, Food"
2125,IVNcE_n5lFkgfj0m3Jpm3Q,Portland,4.5,"Food Stands, Restaurants, Food, Mexican, Food Trucks"
2144,ZeINRzOWff9LB-bn2-Bdqg,Boulder,3.5,"Mexican, Fast Food, Restaurants, Tex-Mex"
2145,Wr1MaEPot_Fo5mPf1P5uJQ,Charlestown,2.0,"Mexican, Restaurants, Food"
2164,anIWxMvKDI4AE93c6YWMZw,Austin,3.5,"Restaurants, Tex-Mex, Mexican"
2181,yA-54p7kptMV7kztHDTFdg,Portland,3.5,"Mexican, Restaurants"
2239,0Ro0-D1SALH5507zeKWV6w,Portland,4.0,"Restaurants, Vegan, Mexican"
2309,RGBxigyX3DbDhGNBP6ZRDA,Vancouver,3.5,"Mexican, Desserts, Restaurants, Fast Food, Food"
2321,usCnbSQLMV8QhIXdvn8u6w,Winter Springs,2.5,"Restaurants, Breakfast & Brunch, Fast Food, Tacos, Mexican, Tex-Mex"
2341,itnyI31hU69FoBhMz04yFg,Newton,3.0,"Restaurants, Mexican"
2501,3r1jxu0cl3PPrsjrN4pAiQ,Austin,5.0,"Street Vendors, Restaurants, Mexican, Shaved Ice, Food"
2510,Dlez5yinn91CJAJRF7wV9Q,Atlanta,3.5,"Restaurants, Mexican"
2525,SWZkCcey1AnftzzP91piEQ,Weymouth,3.0,"Restaurants, Mexican"
2544,5WzAkhu3JY7Eue1oyJFogg,Austin,4.0,"Food, Nightlife, Mexican, Restaurants"
2548,niDgVxFdTyn-qaxj4GWnQg,Portland,4.5,"Mexican, Local Flavor, Restaurants, Food, Food Trucks"
